method,backbone,pipeline,candidate_id,source_job_dir,repeat_id,seed,best_epoch,epochs_ran,test_n,num_classes,global_majority_class,global_majority_class_count,global_node_count,majority_class_test_count,majority_baseline_accuracy_pct,test_accuracy_pct,predicted_majority_count,predicted_majority_share_pct,dominant_predicted_class,dominant_predicted_count,dominant_predicted_share_pct,dominant_matches_global_majority,mean_max_probability_pct,correct_predictions,elapsed_sec
LPGNN,gcn,figure3_pipeline1,240,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,4,12349,155,305,1900,5,4,1965,7600,486,25.57894736842105,25.789473684210527,1828,96.21052631578948,4,1828,96.21052631578948,1,23.54070246219635,490,6.5422234535217285
LPGNN,gcn,figure3_pipeline1,240,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,11,12356,93,243,1900,5,4,1965,7600,495,26.05263157894737,26.105263157894736,1887,99.3157894736842,4,1887,99.3157894736842,1,25.556883215904236,496,3.021777868270874
LPGNN,gcn,figure3_pipeline1,240,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,18,12363,68,218,1900,5,4,1965,7600,486,25.57894736842105,25.57894736842105,1892,99.57894736842105,4,1892,99.57894736842105,1,24.994881451129913,486,2.612560510635376
LPGNN,gcn,figure3_pipeline1,240,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,25,12370,3,153,1900,5,4,1965,7600,462,24.31578947368421,24.31578947368421,1796,94.52631578947368,4,1796,94.52631578947368,1,41.58000946044922,462,1.954446792602539
LPGNN,sage,figure3_pipeline1,178,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,2,12347,26,176,1900,5,4,1965,7600,483,25.42105263157895,25.68421052631579,1565,82.36842105263158,4,1565,82.36842105263158,1,27.06333100795746,488,2.0688393115997314
LPGNN,sage,figure3_pipeline1,178,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,9,12354,101,251,1900,5,4,1965,7600,516,27.157894736842106,26.736842105263158,1631,85.84210526315789,4,1631,85.84210526315789,1,27.755314111709595,508,2.769866466522217
LPGNN,sage,figure3_pipeline1,178,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,16,12361,248,398,1900,5,4,1965,7600,497,26.157894736842106,25.789473684210527,1672,88.0,4,1672,88.0,1,26.229873299598694,490,3.8771286010742188
LPGNN,sage,figure3_pipeline1,178,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,23,12368,160,310,1900,5,4,1965,7600,457,24.05263157894737,24.526315789473685,1791,94.26315789473684,4,1791,94.26315789473684,1,28.06871235370636,466,3.1969900131225586
LPGNN,gat,figure3_pipeline1,168,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gat/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gat/use_nfr=false,0,12345,142,292,1900,5,4,1965,7600,475,25.0,25.42105263157895,662,34.8421052631579,3,1048,55.1578947368421,0,25.853881239891052,483,6.083058595657349
LPGNN,gat,figure3_pipeline1,168,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gat/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gat/use_nfr=false,7,12352,163,313,1900,5,4,1965,7600,509,26.789473684210527,24.68421052631579,1095,57.63157894736842,4,1095,57.63157894736842,1,27.5760680437088,469,6.609990835189819
LPGNN,gat,figure3_pipeline1,168,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gat/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gat/use_nfr=false,14,12359,85,235,1900,5,4,1965,7600,478,25.157894736842106,24.36842105263158,1050,55.26315789473684,4,1050,55.26315789473684,1,29.429006576538086,463,4.860149621963501
LPGNN,gat,figure3_pipeline1,168,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gat/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gat/use_nfr=false,21,12366,111,261,1900,5,4,1965,7600,530,27.894736842105264,27.263157894736842,1735,91.3157894736842,4,1735,91.3157894736842,1,31.248962879180908,518,4.7626283168792725
LPGNN,gat,figure3_pipeline1,168,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gat/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gat/use_nfr=false,28,12373,190,340,1900,5,4,1965,7600,486,25.57894736842105,25.57894736842105,1757,92.47368421052632,4,1757,92.47368421052632,1,29.086855053901672,486,6.24594521522522
PrivGE,gcn,figure3_pipeline2,234,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,5,12350,14,164,1900,5,4,1965,7600,536,28.210526315789473,27.0,1660,87.36842105263158,4,1660,87.36842105263158,1,29.860028624534607,513,2.2808425426483154
PrivGE,gcn,figure3_pipeline2,234,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,12,12357,127,277,1900,5,4,1965,7600,490,25.789473684210527,23.842105263157894,1079,56.78947368421053,4,1079,56.78947368421053,1,23.95663559436798,453,3.410545825958252
PrivGE,gcn,figure3_pipeline2,234,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,19,12364,159,309,1900,5,4,1965,7600,498,26.210526315789473,25.63157894736842,1821,95.84210526315789,4,1821,95.84210526315789,1,23.870226740837097,487,3.496840000152588
PrivGE,gcn,figure3_pipeline2,234,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,26,12371,94,244,1900,5,4,1965,7600,488,25.68421052631579,25.736842105263158,1874,98.63157894736842,4,1874,98.63157894736842,1,24.495646357536316,489,2.931062698364258
PrivGE,sage,figure3_pipeline2,252,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=10/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,3,12348,4,154,1900,5,4,1965,7600,537,28.263157894736842,28.210526315789473,1666,87.6842105263158,4,1666,87.6842105263158,1,29.532089829444885,536,1.682685375213623
PrivGE,sage,figure3_pipeline2,252,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline2.yaml/dataset=actor/feature=raw/mechanism=hds/x_eps=10/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,10,12355,29,179,1900,5,4,1965,7600,442,23.263157894736842,24.36842105263158,1194,62.8421052631579,4,1194,62.8421052631579,1,26.916033029556274,463,1.809593677520752
