method,backbone,pipeline,candidate_id,source_job_dir,repeat_id,seed,best_epoch,epochs_ran,test_n,num_classes,global_majority_class,global_majority_class_count,global_node_count,majority_class_test_count,majority_baseline_accuracy_pct,test_accuracy_pct,predicted_majority_count,predicted_majority_share_pct,dominant_predicted_class,dominant_predicted_count,dominant_predicted_share_pct,dominant_matches_global_majority,mean_max_probability_pct,correct_predictions,elapsed_sec
LPGNN,gcn,figure3_pipeline1,240,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,6,12351,43,193,1900,5,4,1965,7600,490,25.789473684210527,25.94736842105263,1892,99.57894736842105,4,1892,99.57894736842105,1,24.945203959941864,493,5.5094428062438965
LPGNN,gcn,figure3_pipeline1,240,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,13,12358,47,197,1900,5,4,1965,7600,481,25.31578947368421,24.842105263157894,1782,93.78947368421052,4,1782,93.78947368421052,1,26.499876379966736,472,2.4908480644226074
LPGNN,gcn,figure3_pipeline1,240,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,20,12365,26,176,1900,5,4,1965,7600,493,25.94736842105263,25.94736842105263,1896,99.78947368421052,4,1896,99.78947368421052,1,31.35310411453247,493,2.388286828994751
LPGNN,gcn,figure3_pipeline1,240,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,27,12372,51,201,1900,5,4,1965,7600,462,24.31578947368421,24.63157894736842,1816,95.57894736842105,4,1816,95.57894736842105,1,26.32622718811035,468,2.6028928756713867
LPGNN,sage,figure3_pipeline1,178,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,4,12349,144,294,1900,5,4,1965,7600,486,25.57894736842105,25.157894736842106,1581,83.21052631578948,4,1581,83.21052631578948,1,27.627673745155334,478,2.7970592975616455
LPGNN,sage,figure3_pipeline1,178,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,11,12356,272,422,1900,5,4,1965,7600,495,26.05263157894737,24.42105263157895,508,26.736842105263158,3,1143,60.1578947368421,0,26.54556632041931,464,3.8579630851745605
LPGNN,sage,figure3_pipeline1,178,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,18,12363,71,221,1900,5,4,1965,7600,486,25.57894736842105,25.526315789473685,1617,85.10526315789474,4,1617,85.10526315789474,1,26.3822078704834,485,2.0445451736450195
LPGNN,sage,figure3_pipeline1,178,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,25,12370,91,241,1900,5,4,1965,7600,462,24.31578947368421,24.210526315789473,1571,82.6842105263158,4,1571,82.6842105263158,1,26.876646280288696,460,2.4842236042022705
LPGNN,gat,figure3_pipeline1,168,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gat/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gat/use_nfr=false,2,12347,247,397,1900,5,4,1965,7600,483,25.42105263157895,25.31578947368421,1710,90.0,4,1710,90.0,1,26.60120725631714,481,8.321600914001465
LPGNN,gat,figure3_pipeline1,168,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gat/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gat/use_nfr=false,9,12354,107,257,1900,5,4,1965,7600,516,27.157894736842106,25.842105263157894,971,51.10526315789474,4,971,51.10526315789474,1,28.474074602127075,491,5.732551336288452
