method,backbone,pipeline,candidate_id,source_job_dir,repeat_id,seed,best_epoch,epochs_ran,test_n,num_classes,global_majority_class,global_majority_class_count,global_node_count,majority_class_test_count,majority_baseline_accuracy_pct,test_accuracy_pct,predicted_majority_count,predicted_majority_share_pct,dominant_predicted_class,dominant_predicted_count,dominant_predicted_share_pct,dominant_matches_global_majority,mean_max_probability_pct,correct_predictions,elapsed_sec
LPGNN,gcn,figure3_pipeline1,240,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,0,12345,49,199,1900,5,4,1965,7600,475,25.0,24.68421052631579,1507,79.3157894736842,4,1507,79.3157894736842,1,24.30262118577957,469,3.4050118923187256
LPGNN,gcn,figure3_pipeline1,240,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,7,12352,181,331,1900,5,4,1965,7600,509,26.789473684210527,25.789473684210527,1677,88.26315789473684,4,1677,88.26315789473684,1,25.520429015159607,490,3.5968472957611084
LPGNN,gcn,figure3_pipeline1,240,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,14,12359,16,166,1900,5,4,1965,7600,478,25.157894736842106,25.263157894736842,1629,85.73684210526316,4,1629,85.73684210526316,1,31.16602599620819,480,2.053378105163574
LPGNN,gcn,figure3_pipeline1,240,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,21,12366,3,153,1900,5,4,1965,7600,530,27.894736842105264,25.31578947368421,1352,71.15789473684211,4,1352,71.15789473684211,1,33.94290208816528,481,1.7975068092346191
LPGNN,gcn,figure3_pipeline1,240,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,28,12373,101,251,1900,5,4,1965,7600,486,25.57894736842105,25.526315789473685,1868,98.3157894736842,4,1868,98.3157894736842,1,24.093826115131378,485,2.9330663681030273
LPGNN,sage,figure3_pipeline1,178,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,5,12350,172,322,1900,5,4,1965,7600,536,28.210526315789473,26.842105263157894,868,45.68421052631579,3,975,51.31578947368421,0,25.928258895874023,510,3.2003698348999023
LPGNN,sage,figure3_pipeline1,178,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,12,12357,68,218,1900,5,4,1965,7600,490,25.789473684210527,25.0,1338,70.42105263157895,4,1338,70.42105263157895,1,26.76042914390564,475,2.246070146560669
LPGNN,sage,figure3_pipeline1,178,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,19,12364,369,500,1900,5,4,1965,7600,498,26.210526315789473,26.157894736842106,1522,80.10526315789474,4,1522,80.10526315789474,1,26.8569678068161,497,4.79367208480835
LPGNN,sage,figure3_pipeline1,178,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,26,12371,229,379,1900,5,4,1965,7600,488,25.68421052631579,24.210526315789473,1492,78.52631578947368,4,1492,78.52631578947368,1,25.925689935684204,460,3.693303108215332
LPGNN,gat,figure3_pipeline1,168,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gat/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gat/use_nfr=false,3,12348,58,208,1900,5,4,1965,7600,537,28.263157894736842,25.263157894736842,733,38.578947368421055,3,1017,53.526315789473685,0,30.531716346740723,480,4.041674852371216
LPGNN,gat,figure3_pipeline1,168,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gat/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gat/use_nfr=false,10,12355,376,500,1900,5,4,1965,7600,442,23.263157894736842,23.473684210526315,1771,93.21052631578948,4,1771,93.21052631578948,1,28.446879982948303,446,9.496573686599731
LPGNN,gat,figure3_pipeline1,168,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gat/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gat/use_nfr=false,17,12362,167,317,1900,5,4,1965,7600,480,25.263157894736842,23.0,902,47.473684210526315,3,951,50.05263157894737,0,27.98595428466797,437,6.515854120254517
