method,backbone,pipeline,candidate_id,source_job_dir,repeat_id,seed,best_epoch,epochs_ran,test_n,num_classes,global_majority_class,global_majority_class_count,global_node_count,majority_class_test_count,majority_baseline_accuracy_pct,test_accuracy_pct,predicted_majority_count,predicted_majority_share_pct,dominant_predicted_class,dominant_predicted_count,dominant_predicted_share_pct,dominant_matches_global_majority,mean_max_probability_pct,correct_predictions,elapsed_sec
LPGNN,gcn,figure3_pipeline1,240,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,5,12350,28,178,1900,5,4,1965,7600,536,28.210526315789473,27.63157894736842,1720,90.52631578947368,4,1720,90.52631578947368,1,25.581610202789307,525,3.9966139793395996
LPGNN,gcn,figure3_pipeline1,240,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,12,12357,69,219,1900,5,4,1965,7600,490,25.789473684210527,24.05263157894737,770,40.526315789473685,3,1122,59.05263157894737,0,23.50337505340576,457,2.941913366317749
LPGNN,gcn,figure3_pipeline1,240,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,19,12364,77,227,1900,5,4,1965,7600,498,26.210526315789473,26.57894736842105,1789,94.15789473684211,4,1789,94.15789473684211,1,23.635350167751312,505,2.855935573577881
LPGNN,gcn,figure3_pipeline1,240,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gcn/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gcn/use_nfr=false,26,12371,64,214,1900,5,4,1965,7600,488,25.68421052631579,25.36842105263158,1780,93.6842105263158,4,1780,93.6842105263158,1,23.12096506357193,482,2.6896657943725586
LPGNN,sage,figure3_pipeline1,178,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,3,12348,117,267,1900,5,4,1965,7600,537,28.263157894736842,25.894736842105264,496,26.105263157894736,3,1219,64.15789473684211,0,26.08511447906494,492,2.7921605110168457
LPGNN,sage,figure3_pipeline1,178,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,10,12355,362,500,1900,5,4,1965,7600,442,23.263157894736842,24.05263157894737,1217,64.05263157894737,4,1217,64.05263157894737,1,28.302353620529175,457,4.618969678878784
LPGNN,sage,figure3_pipeline1,178,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,17,12362,225,375,1900,5,4,1965,7600,480,25.263157894736842,24.94736842105263,1656,87.15789473684211,4,1656,87.15789473684211,1,26.593202352523804,474,3.4612021446228027
LPGNN,sage,figure3_pipeline1,178,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/sage/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=sage/use_nfr=false,24,12369,107,257,1900,5,4,1965,7600,467,24.57894736842105,24.42105263157895,1661,87.42105263157895,4,1661,87.42105263157895,1,28.67601215839386,464,2.4252736568450928
LPGNN,gat,figure3_pipeline1,168,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gat/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gat/use_nfr=false,1,12346,284,434,1900,5,4,1965,7600,497,26.157894736842106,26.42105263157895,1567,82.47368421052632,4,1567,82.47368421052632,1,29.626178741455078,502,8.94278359413147
LPGNN,gat,figure3_pipeline1,168,/data/hzw/Rethinking_DP_GNN_runtime/rebuttal_experiments/figure1_heter/actor/gat/figure3_pipeline1.yaml/dataset=actor/feature=raw/mechanism=mbm/x_eps=10/m=best/norm=false/smoother=kprop/backbone=gat/use_nfr=false,8,12353,320,470,1900,5,4,1965,7600,487,25.63157894736842,24.789473684210527,1183,62.26315789473684,4,1183,62.26315789473684,1,25.467228889465332,471,9.598567724227905
